Abbreviation,City,Customer Name,Customer Segment,Order Date,Order Date (copy),Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,State1,Zip Code,Column,Discount,Number of Records,Order Quantity,Product Base Margin,Profit,Row,Sales,Shipping Cost,Unit Price
WA,Walla Walla,Erica Smith,Small Business,01-Feb-13,01-Feb-13,32164,Not Specified,Office Supplies,Small Box,Xerox 1899,Paper,West,4518,02-Feb-13,Regular Air,Washington,Washington,99362,1.5,0.02,1,12,0.36,-19.04,2,77.01,4.96,5.78
WA,Walla Walla,Erica Smith,Small Business,01-Feb-13,01-Feb-13,32164,Not Specified,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,West,4519,02-Feb-13,Regular Air,Washington,Washington,99362,1.5,0.07,1,34,0.56,-92.16,2,111.83,3.97,3.28
AL,Bessemer,Erin Mull,Corporate,01-Feb-13,01-Feb-13,55877,Not Specified,Office Supplies,Small Box,Avery 511,Labels,South,7815,03-Feb-13,Express Air,Alabama,Alabama,35020,7.5,0.01,1,40,0.37,52.94,6,144.28,0.99,3.08
NC,Charlotte,Dennis Pardue,Corporate,01-Feb-13,01-Feb-13,18307,Low,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,South,2518,05-Feb-13,Express Air,North Carolina,North Carolina,28205,9,0.08,1,23,0.37,32.36,5,441.99,8.68,19.98
OK,Midwest City,Joni Blumstein,Consumer,01-Feb-13,01-Feb-13,52322,Low,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,Central,7345,08-Feb-13,Regular Air,Oklahoma,Oklahoma,73110,4.5,0.1,1,1,0.53,-2.34,6,5.7,2,3.95
NY,Coram,Dionis Lloyd,Small Business,02-Feb-13,02-Feb-13,56931,High,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,East,7966,04-Feb-13,Regular Air,New York,New York,11727,9.5,0.05,1,34,0.6,-110.594,2,232.4155,5.03,7.99
TX,Highland Village,David Smith,Small Business,02-Feb-13,02-Feb-13,24197,Low,Technology,Small Box,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Computer Peripherals,Central,3397,09-Feb-13,Express Air,Texas,Texas,75067,4,0,1,41,0.68,246.54,7,2354.4,6.55,55.94
TX,Highland Village,David Smith,Small Business,02-Feb-13,02-Feb-13,24197,Low,Technology,Small Pack,Accessory29,Telephones and Communication,Central,3398,09-Feb-13,Regular Air,Texas,Texas,75067,4,0.05,1,2,0.83,-110.396,7,35.6405,1.25,20.99
WY,Rock Springs,Nicole Brennan,Home Office,03-Feb-13,03-Feb-13,1222,Medium,Office Supplies,Small Box,Xerox 1981,Paper,West,188,03-Feb-13,Regular Air,Wyoming,Wyoming,82901,3,0.08,1,48,0.4,-121.91,3,257.39,5.57,5.28
TN,Gallatin,Toby Swindell,Small Business,03-Feb-13,03-Feb-13,12067,Critical,Office Supplies,Small Box,Binder Posts,Binders and Binder Accessories,South,1670,03-Feb-13,Regular Air,Tennessee,Tennessee,37066,7,0,1,45,0.39,-76.6015,5,271.06,5.01,5.74
GA,Athens,Patrick Ryan,Corporate,03-Feb-13,03-Feb-13,27141,Not Specified,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",Office Furnishings,South,3812,04-Feb-13,Regular Air,Georgia,Georgia,30605,8,0.03,1,25,0.56,107.82,7,495.8,6.38,19.04
TN,Gallatin,Toby Swindell,Small Business,03-Feb-13,03-Feb-13,12067,Critical,Furniture,Small Pack,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Office Furnishings,South,1671,04-Feb-13,Regular Air,Tennessee,Tennessee,37066,7,0.05,1,6,0.4,4.29,5,58.84,3.72,9.48
TN,Gallatin,Toby Swindell,Small Business,03-Feb-13,03-Feb-13,12067,Critical,Furniture,Small Pack,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,South,1672,04-Feb-13,Regular Air,Tennessee,Tennessee,37066,7,0.04,1,12,0.35,587.84,5,1211.72,8.99,99.23
GA,Athens,Patrick Ryan,Corporate,03-Feb-13,03-Feb-13,27141,Not Specified,Office Supplies,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Storage & Organization,South,3813,04-Feb-13,Regular Air,Georgia,Georgia,30605,8,0.06,1,28,0.57,300.34,7,1645.51,9.71,59.76
TN,Gallatin,Toby Swindell,Small Business,03-Feb-13,03-Feb-13,12067,Critical,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,South,1673,04-Feb-13,Regular Air,Tennessee,Tennessee,37066,7,0.01,1,9,0.36,-17.24,5,75.26,5.83,7.64
TN,Gallatin,Toby Swindell,Small Business,03-Feb-13,03-Feb-13,12067,Critical,Technology,Small Box,iDEN i95,Telephones and Communication,South,1674,04-Feb-13,Regular Air,Tennessee,Tennessee,37066,7,0.08,1,7,0.59,-289.806,5,407.116,19.99,65.99
VA,Virginia Beach,Pauline Johnson,Corporate,03-Feb-13,03-Feb-13,10630,Medium,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,South,1474,05-Feb-13,Delivery Truck,Virginia,Virginia,23464,8,0,1,44,0.61,-513.76,5,2773.84,36.61,58.14
VA,Fairfax,Maribeth Schnelling,Corporate,03-Feb-13,03-Feb-13,18055,Critical,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,South,2482,05-Feb-13,Regular Air,Virginia,Virginia,20151,8,0.02,1,3,0.36,-9.61,5,19.98,4.75,4.98
CO,Castle Rock,Eva Jacobs,Home Office,04-Feb-13,04-Feb-13,39110,Medium,Furniture,Large Box,Electrix Halogen Magnifier Lamp,Office Furnishings,West,5516,04-Feb-13,Regular Air,Colorado,Colorado,80104,3.5,0.1,1,14,0.59,1217.19,4,2595.07,11.54,194.3
IA,Iowa City,Michelle Arnett,Home Office,04-Feb-13,04-Feb-13,42500,Not Specified,Office Supplies,Small Box,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Appliances,Central,5997,06-Feb-13,Regular Air,Iowa,Iowa,52240,5,0.04,1,39,0.59,437.07,3,1836.06,4.5,48.92
IA,Iowa City,Michelle Arnett,Home Office,04-Feb-13,04-Feb-13,42500,Not Specified,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,Central,5998,06-Feb-13,Regular Air,Iowa,Iowa,52240,5,0.03,1,2,0.39,-10.4765,3,21.03,2.99,8.69
OR,Keizer,Alejandro Ballentine,Small Business,05-Feb-13,05-Feb-13,10913,Low,Furniture,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,West,1508,05-Feb-13,Delivery Truck,Oregon,Oregon,97303,1.5,0.03,1,27,0.69,605.44,4,5149.06,30,180.98
PA,Hazleton,Troy Blackwell,Home Office,05-Feb-13,05-Feb-13,15397,Critical,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,East,2149,05-Feb-13,Regular Air,Pennsylvania,Pennsylvania,18201,9,0.07,1,29,0.74,-53.81,3,1178.04,6.5,40.98
IL,Wheeling,Carl Ludwig,Corporate,05-Feb-13,05-Feb-13,33703,Not Specified,Office Supplies,Small Box,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,Central,4739,06-Feb-13,Regular Air,Illinois,Illinois,60090,6,0,1,25,0.7,56.26,3,802.19,6.64,29.74
PA,Hazleton,Troy Blackwell,Home Office,05-Feb-13,05-Feb-13,15397,Critical,Office Supplies,Wrap Bag,12 Colored Short Pencils,Pens & Art Supplies,East,2150,06-Feb-13,Regular Air,Pennsylvania,Pennsylvania,18201,9,0.01,1,43,0.58,-51.3,3,121.94,2.4,2.6
IL,Peoria,Chad Cunningham,Small Business,05-Feb-13,05-Feb-13,54276,Not Specified,Office Supplies,Small Box,Staples Colored Bar Computer Paper,Paper,Central,7585,06-Feb-13,Regular Air,Illinois,Illinois,61604,6,0,1,21,0.38,299.59,3,756.6,4.92,35.44
IL,Wheeling,Carl Ludwig,Corporate,05-Feb-13,05-Feb-13,33703,Not Specified,Technology,Small Pack,Imation 5.2GB DVD-RAM,Computer Peripherals,Central,4738,06-Feb-13,Regular Air,Illinois,Illinois,60090,6,0.08,1,4,0.5,-131.48,3,242.36,1.99,60.98
IL,Wheeling,Carl Ludwig,Corporate,05-Feb-13,05-Feb-13,33703,Not Specified,Office Supplies,Small Box,Portable Personal File Box,Storage & Organization,Central,4740,07-Feb-13,Express Air,Illinois,Illinois,60090,6,0.08,1,4,0.58,-8.47,3,63.52,4.81,12.21
IL,Belleville,Beth Paige,Consumer,05-Feb-13,05-Feb-13,42561,Low,Technology,Small Box,Accessory12,Telephones and Communication,Central,6007,07-Feb-13,Express Air,Illinois,Illinois,62223,6,0.07,1,15,0.35,298.476,3,1062.959,2.5,85.99
PA,Hazleton,Troy Blackwell,Home Office,05-Feb-13,05-Feb-13,15397,Critical,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,East,2148,07-Feb-13,Express Air,Pennsylvania,Pennsylvania,18201,9,0,1,42,0.64,-111.89,3,223.33,4.32,4.98
WA,Spokane,Christine Abelman,Corporate,06-Feb-13,06-Feb-13,36292,Critical,Office Supplies,Small Box,Xerox 1982,Paper,West,5090,06-Feb-13,Regular Air,Washington,Washington,99207,1.5,0.09,1,37,0.39,-182.8,2,816.65,16.87,22.84
OH,Newark,Robert Marley,Corporate,06-Feb-13,06-Feb-13,45542,High,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,East,6409,07-Feb-13,Delivery Truck,Ohio,Ohio,43055,8,0.01,1,40,0.63,-300.854983,3,4064.272,51.94,124.49
UT,American Fork,Grace Kelly,Consumer,06-Feb-13,06-Feb-13,34245,Medium,Office Supplies,Small Box,Xerox 1962,Paper,West,4819,07-Feb-13,Regular Air,Utah,Utah,84003,4,0.05,1,42,0.4,-92.42,5,189.22,4.79,4.28
WA,Spokane,Christine Abelman,Corporate,06-Feb-13,06-Feb-13,36292,Critical,Office Supplies,Small Box,Xerox 1961,Paper,West,5089,07-Feb-13,Regular Air,Washington,Washington,99207,1.5,0.05,1,21,0.38,-98.17,2,109.87,7.54,4.98
MO,Ozark,Helen Andreada,Corporate,06-Feb-13,06-Feb-13,7175,Critical,Furniture,Jumbo Box,"Hon Metal Bookcases, Black",Bookcases,Central,997,08-Feb-13,Delivery Truck,Missouri,MO,65721,5.5,0.05,1,10,0.6,-86.99,4,748.25,26.74,70.98
OH,Newark,Robert Marley,Corporate,06-Feb-13,06-Feb-13,45542,High,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,East,6408,09-Feb-13,Express Air,Ohio,Ohio,43055,8,0.04,1,37,0.36,-50.96,3,281.79,5.83,7.64
VA,Winchester,Pauline Johnson,Corporate,07-Feb-13,07-Feb-13,30625,Critical,Office Supplies,Small Box,GBC ProClick Spines for 32-Hole Punch,Binders and Binder Accessories,South,4300,07-Feb-13,Regular Air,Virginia,Virginia,22601,8,0.04,1,37,0.38,10.557,5,478.94,7.17,12.53
NY,West Babylon,Brenda Bowman,Small Business,07-Feb-13,07-Feb-13,7079,Medium,Furniture,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,East,979,08-Feb-13,Delivery Truck,New York,New York,11704,9.5,0.01,1,44,0.78,-416.7,2,12296.49,57,280.98
VA,Winchester,Pauline Johnson,Corporate,07-Feb-13,07-Feb-13,30625,Critical,Furniture,Large Box,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Office Furnishings,South,4301,09-Feb-13,Express Air,Virginia,Virginia,22601,8,0.06,1,24,0.79,-20.67,5,2429.09,10.12,105.29
NH,Keene,Michael Paige,Small Business,07-Feb-13,07-Feb-13,10114,Critical,Office Supplies,Small Box,Avery Poly Binder Pockets,Binders and Binder Accessories,East,1392,09-Feb-13,Regular Air,New Hampshire,New Hampshire,03431,11,0,1,39,0.37,-142.9105,1,147.88,5.47,3.58
NY,West Babylon,Brenda Bowman,Small Business,07-Feb-13,07-Feb-13,7079,Medium,Office Supplies,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Paper,East,980,09-Feb-13,Regular Air,New York,New York,11704,9.5,0.03,1,18,0.37,-34.91,2,128.13,5.94,6.48
IL,Wilmette,Carlos Soltero,Small Business,08-Feb-13,08-Feb-13,12704,Low,Technology,Large Box,Sharp AL-1530CS Digital Copier,Copiers and Fax,Central,1770,08-Feb-13,Regular Air,Illinois,Illinois,60091,6,0.06,1,44,0.36,1260.51,3,21506.77,24.49,499.99
TX,Midland,Joni Sundaresam,Home Office,08-Feb-13,08-Feb-13,44900,Medium,Office Supplies,Small Box,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Paper,Central,6336,09-Feb-13,Regular Air,Texas,Texas,79701,4,0.08,1,4,0.37,-12.03,7,47.03,5.03,11.19
IL,Wilmette,Carlos Soltero,Small Business,08-Feb-13,08-Feb-13,12704,Low,Office Supplies,Jumbo Drum,"Tennsco Lockers, Gray",Storage & Organization,Central,1771,10-Feb-13,Delivery Truck,Illinois,Illinois,60091,6,0.02,1,28,0.78,-1274.02,3,669.02,53.03,20.98
WI,Manitowoc,Patrick O'Donnell,Home Office,08-Feb-13,08-Feb-13,20577,Critical,Office Supplies,Small Box,Ibico Recycled Linen-Style Covers,Binders and Binder Accessories,Central,2856,10-Feb-13,Regular Air,Wisconsin,Wisconsin,54220,5.5,0.05,1,15,0.37,134.7505,2,611.68,10.55,39.06
MS,Meridian,Justin Ellison,Home Office,09-Feb-13,09-Feb-13,20704,Low,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,Rubber Bands,South,2866,09-Feb-13,Regular Air,Mississippi,Mississippi,39301,6.5,0.03,1,1,0.8,-3.55,6,5.63,0.7,4.71
ID,Boise,Resi Polking,Small Business,09-Feb-13,09-Feb-13,7654,High,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,West,1045,11-Feb-13,Regular Air,Idaho,Idaho,83704,2,0.06,1,3,0.39,-14.29,3,19.47,6.89,4.13
TX,Plano,Ted Trevino,Corporate,09-Feb-13,09-Feb-13,15014,Medium,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,Central,2101,12-Feb-13,Delivery Truck,Texas,Texas,75023,4,0.05,1,10,0.61,-203.9,7,633.13,36.61,58.14
OK,Bartlesville,Anna Gayman,Corporate,09-Feb-13,09-Feb-13,6311,Medium,Technology,Small Box,3395,Telephones and Communication,Central,880,12-Feb-13,Regular Air,Oklahoma,Oklahoma,74006,4.5,0.04,1,18,0.58,4.212000000,6,1297.4485,10.78,85.99
CO,Englewood,Greg Matthias,Home Office,09-Feb-13,09-Feb-13,47329,Low,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,West,6654,14-Feb-13,Express Air,Colorado,Colorado,80112,3.5,0.09,1,2,0.55,-13.88,4,26.64,2.36,11.55
MS,Olive Branch,Justin Ellison,Home Office,09-Feb-13,09-Feb-13,20704,Low,Office Supplies,Small Box,Avery 481,Labels,South,2867,14-Feb-13,Regular Air,Mississippi,Mississippi,38654,6.5,0.06,1,5,0.37,-0.33,6,16.48,0.99,3.08
MS,Olive Branch,Justin Ellison,Home Office,09-Feb-13,09-Feb-13,20704,Low,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,South,2868,14-Feb-13,Regular Air,Mississippi,Mississippi,38654,6.5,0.09,1,38,0.58,4818.29,6,15655.24,19.99,419.19
CO,Fort Collins,Greg Matthias,Home Office,09-Feb-13,09-Feb-13,47329,Low,Office Supplies,Small Box,Xerox 1949,Paper,West,6655,18-Feb-13,Regular Air,Colorado,Colorado,80525,3.5,0.03,1,16,0.36,-25.97,4,88.19,4.72,4.98
NV,Las Vegas,Chuck Clark,Corporate,10-Feb-13,10-Feb-13,6850,High,Technology,Small Pack,TDK 4.7GB DVD-R,Computer Peripherals,West,943,10-Feb-13,Regular Air,Nevada,Nevada,89115,2.5,0.08,1,8,0.41,-7.23,4,81.56,1.99,10.01
NV,North Las Vegas,Chuck Clark,Corporate,10-Feb-13,10-Feb-13,6850,High,Furniture,Jumbo Box,Balt Split Level Computer Training Table,Tables,West,946,11-Feb-13,Delivery Truck,Nevada,Nevada,89031,2.5,0.05,1,26,0.74,-556.25,4,3753.72,52.42,138.75
CA,Davis,Paul Lucas,Corporate,10-Feb-13,10-Feb-13,3078,High,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,West,453,11-Feb-13,Regular Air,California,California,95616,2,0.05,1,12,0.56,0.350000000,5,33.86,0.7,2.88
TN,Morristown,Brian Dahlen,Small Business,10-Feb-13,10-Feb-13,14245,Critical,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,South,1998,11-Feb-13,Regular Air,Tennessee,Tennessee,37814,7,0.1,1,17,0.55,29.7,5,454.09,6.17,28.15
NV,Las Vegas,Chuck Clark,Corporate,10-Feb-13,10-Feb-13,6850,High,Technology,Medium Box,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Office Machines,West,944,11-Feb-13,Regular Air,Nevada,Nevada,89115,2.5,0.08,1,41,0.37,675.07,4,2088.5,10.17,51.98
FL,Ponte Vedra Beach,Thais Sissman,Small Business,10-Feb-13,10-Feb-13,20103,Medium,Technology,Medium Box,Canon F603 Scientific Calculator,Office Machines,South,2787,11-Feb-13,Regular Air,Florida,Florida,32004,8.5,0,1,30,0.36,-17.5044,8,314.93,6.24,9.99
MA,Swansea,Paul Lucas,Corporate,10-Feb-13,10-Feb-13,3078,High,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Chairs & Chairmats,East,454,12-Feb-13,Delivery Truck,Massachusetts,MA,02777,10.5,0.1,1,1,0.56,-187.29,2,316.61,48.8,291.73
NV,North Las Vegas,Chuck Clark,Corporate,10-Feb-13,10-Feb-13,6850,High,Office Supplies,Small Box,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,West,945,12-Feb-13,Regular Air,Nevada,Nevada,89031,2.5,0.05,1,34,0.73,150.04,4,2126.72,6.88,64.98
FL,Port Charlotte,Thais Sissman,Small Business,10-Feb-13,10-Feb-13,20103,Medium,Technology,Small Box,"Fellowes Internet Keyboard, Platinum",Computer Peripherals,South,2788,12-Feb-13,Express Air,Florida,Florida,33952,8.5,0.1,1,25,0.74,-173.88,8,726.82,8.65,30.42
CO,Parker,Carol Darley,Small Business,10-Feb-13,10-Feb-13,19555,Low,Office Supplies,Small Box,Xerox 1959,Paper,West,2701,14-Feb-13,Regular Air,Colorado,Colorado,80134,3.5,0.08,1,36,0.37,-118.9,4,246.24,7.3,6.68
CO,Pueblo,Carol Darley,Small Business,10-Feb-13,10-Feb-13,19555,Low,Office Supplies,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",Paper,West,2702,17-Feb-13,Regular Air,Colorado,Colorado,81001,3.5,0,1,8,0.4,14.1,4,78.67,2.15,9.11
IN,New Albany,Hilary Holden,Corporate,11-Feb-13,11-Feb-13,57159,Critical,Office Supplies,Small Box,Hammermill Color Copier Paper (28Lb. and 96 Bright),Paper,Central,8002,11-Feb-13,Regular Air,Indiana,Indiana,47150,7,0.01,1,42,0.4,-214.39,3,460.2,11.59,9.99
IN,New Albany,Hilary Holden,Corporate,11-Feb-13,11-Feb-13,57159,Critical,Furniture,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Chairs & Chairmats,Central,8001,12-Feb-13,Delivery Truck,Indiana,Indiana,47150,7,0.09,1,17,0.78,-635.65,3,4621.1,57,280.98
IN,Merrillville,Harold Engle,Consumer,11-Feb-13,11-Feb-13,58502,Critical,Furniture,Jumbo Drum,Hon GuestStacker Chair,Chairs & Chairmats,Central,8185,13-Feb-13,Delivery Truck,Indiana,Indiana,46410,7,0.03,1,23,0.59,1009.38,3,5186.31,28.16,226.67
ID,Caldwell,Resi Polking,Small Business,11-Feb-13,11-Feb-13,26054,Critical,Furniture,Large Box,Westinghouse Clip-On Gooseneck Lamps,Office Furnishings,West,3646,13-Feb-13,Regular Air,Idaho,Idaho,83605,2,0.09,1,47,0.59,-321.21,3,396.78,10.16,8.37
CA,Moreno Valley,Grant Thornton,Corporate,11-Feb-13,11-Feb-13,10080,Low,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,West,1390,18-Feb-13,Regular Air,California,California,92553,2,0,1,20,0.75,-26.83,5,637.04,4,30.73
MA,Marlborough,Maureen Gastineau,Consumer,12-Feb-13,12-Feb-13,59619,Not Specified,Office Supplies,Small Box,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,East,8343,14-Feb-13,Regular Air,Massachusetts,MA,01752,10.5,0.04,1,12,0.36,-47.55,2,76.04,7.15,5.98
NJ,Fair Lawn,Maureen Gastineau,Consumer,12-Feb-13,12-Feb-13,59619,Not Specified,Office Supplies,Small Box,Xerox 212,Paper,East,8342,14-Feb-13,Regular Air,New Jersey,New Jersey,07410,10,0.08,1,35,0.37,-165.48,3,225.4,8.4,6.48
VA,Petersburg,Muhammed Yedwab,Consumer,13-Feb-13,13-Feb-13,12259,High,Office Supplies,Small Box,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Storage & Organization,South,1702,14-Feb-13,Regular Air,Virginia,Virginia,23805,8,0.1,1,45,0.75,-66.07,5,1379.62,6.72,31.98
SD,Brookings,Lisa DeCherney,Consumer,13-Feb-13,13-Feb-13,14791,Medium,Technology,Small Box,TIMEPORT P8767,Telephones and Communication,Central,2069,14-Feb-13,Regular Air,South Dakota,South Dakota,57006,4,0.05,1,29,0.57,286.119,3,1576.223,3.99,65.99
VA,Petersburg,Muhammed Yedwab,Consumer,13-Feb-13,13-Feb-13,12259,High,Furniture,Jumbo Box,Sauder Camden County Collection Library,Bookcases,South,1701,15-Feb-13,Delivery Truck,Virginia,Virginia,23805,8,0.07,1,45,0.65,-899.34,5,5007.69,51.42,114.98
UT,West Jordan,Frank Merwin,Corporate,13-Feb-13,13-Feb-13,47778,Critical,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,West,6709,15-Feb-13,Regular Air,Utah,Utah,84084,4,0.06,1,12,0.54,-24.52,5,174.11,6.85,13.73
TX,San Marcos,Bill Stewart,Corporate,14-Feb-13,14-Feb-13,37349,Critical,Furniture,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,Central,5250,16-Feb-13,Express Air,Texas,Texas,78666,4,0.03,1,8,0.43,122.43,7,631.73,19.99,78.69
ID,Coeur D Alene,Shaun Chance,Corporate,14-Feb-13,14-Feb-13,32931,Low,Office Supplies,Medium Box,Eldon Simplefile® Box Office®,Storage & Organization,West,4628,19-Feb-13,Regular Air,Idaho,Idaho,83814,2,0.08,1,25,0.57,-60.79,3,298.11,6.27,12.44
ID,Coeur D Alene,Shaun Chance,Corporate,14-Feb-13,14-Feb-13,32931,Low,Office Supplies,Small Box,Avery 484,Labels,West,4627,21-Feb-13,Regular Air,Idaho,Idaho,83814,2,0.06,1,31,0.36,32.7,3,86.1,0.5,2.88
IL,Lansing,Ralph Knight,Consumer,15-Feb-13,15-Feb-13,57127,Low,Office Supplies,Small Box,Xerox 194,Paper,Central,7993,17-Feb-13,Regular Air,Illinois,Illinois,60438,6,0,1,13,0.37,171.82,3,735.54,14.3,55.48
TX,Plano,Ted Trevino,Corporate,15-Feb-13,15-Feb-13,42820,Low,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,Central,6040,22-Feb-13,Regular Air,Texas,Texas,75023,4,0.1,1,27,0.37,-2.852,7,141.56,2.99,5.28
WI,Green Bay,Michelle Ellison,Consumer,16-Feb-13,16-Feb-13,39333,Critical,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,Central,5556,16-Feb-13,Regular Air,Wisconsin,Wisconsin,54302,5.5,0.01,1,18,0.38,-33.4,2,95.22,4.7,4.98
NY,Port Chester,Dionis Lloyd,Small Business,16-Feb-13,16-Feb-13,36065,High,Office Supplies,Small Box,Brown Kraft Recycled Envelopes,Envelopes,East,5056,16-Feb-13,Regular Air,New York,New York,10573,9.5,0.03,1,31,0.35,-63.98,2,538.3,12.39,16.98
WI,Green Bay,Michelle Ellison,Consumer,16-Feb-13,16-Feb-13,39333,Critical,Furniture,Large Box,Hon Pagoda™ Stacking Chairs,Chairs & Chairmats,Central,5555,18-Feb-13,Regular Air,Wisconsin,Wisconsin,54302,5.5,0.1,1,31,0.55,2081.48,2,8955.34,24.49,320.98
MI,Dearborn Heights,Justin Hirsh,Consumer,16-Feb-13,16-Feb-13,54304,High,Office Supplies,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,Appliances,Central,7587,18-Feb-13,Regular Air,Michigan,Michigan,48127,7.5,0.03,1,11,0.56,118.32,2,558.62,3.99,48.58
IL,Lake In The Hills,Ralph Knight,Consumer,17-Feb-13,17-Feb-13,6980,Not Specified,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,Central,963,18-Feb-13,Regular Air,Illinois,Illinois,60102,6,0.05,1,18,0.38,-77.28,3,136.29,7.72,7.3
MN,Maplewood,Sarah Jordon,Consumer,18-Feb-13,18-Feb-13,22368,Medium,Office Supplies,Large Box,"Carina 42""Hx23 3/4""W Media Storage Unit",Storage & Organization,Central,3113,19-Feb-13,Regular Air,Minnesota,Minnesota,55119,4.5,0.01,1,34,0.83,-849.18,2,2788.04,35,80.98
AR,Paragould,Keith Dawkins,Home Office,18-Feb-13,18-Feb-13,33060,High,Office Supplies,Small Box,Accohide Poly Flexible Ring Binders,Binders and Binder Accessories,South,4644,19-Feb-13,Regular Air,Arkansas,Arkansas,72450,6,0.05,1,3,0.35,-11.04,5,15.88,4.69,3.74
MN,Maplewood,Sarah Jordon,Consumer,18-Feb-13,18-Feb-13,22368,Medium,Technology,Small Pack,Verbatim DVD-R 4.7GB authoring disc,Computer Peripherals,Central,3111,19-Feb-13,Regular Air,Minnesota,Minnesota,55119,4.5,0.04,1,5,0.51,-74.85,2,192.12,1.99,39.24
